,roundNum,tick,hp,armor,activeWeapon,isBlinded,isAirborne,isDucking,isStanding,isScoped,isWalking,equipmentValue,cash,hasHelmet,kills_from_avg,deaths_from_avg,total_hp_enemy,total_hp_team,num_enemy_alive,num_team_alive,enemy_in_range_200,enemy_in_range_500,enemy_in_range_1000,enemy_in_range_2000,enemy_hp_in_range_500,enemy_hp_in_range_1000,enemy_hp_in_range_2000,enemy_equipment_in_range_500,enemy_equipment_in_range_1000,enemy_equipment_in_range_2000,team_in_range_200,team_in_range_500,team_in_range_1000,equipment_value_team,equipment_value_enemy,distance_closest_enemy,hp_closest_enemy,weapon_closest_enemy,isAlive,isDead,Player
37,1,4736,100,0,2,0,0,0,True,0,0,900,400,0,1.8973665961010275,-0.4743416490252569,299,500,3,5,0,3,3,3,99.66666666666667,99.66666666666667,99.66666666666667,833.3333333333334,833.3333333333334,833.3333333333334,1,1,4,3800,2500,354.6279978279723,100,4,1,0.0,1
38,1,4864,100,0,2,0,0,0,True,0,0,900,400,0,1.8973665961010275,-0.4743416490252569,299,500,3,5,0,2,3,3,99.5,99.66666666666667,99.66666666666667,900.0,733.3333333333334,733.3333333333334,1,2,4,3800,2200,412.5537092956822,100,4,1,0.0,1
39,1,4992,100,0,2,0,0,0,True,0,0,900,400,0,1.8973665961010275,-0.4743416490252569,299,500,3,5,0,0,3,3,0.0,99.66666666666667,99.66666666666667,0.0,733.3333333333334,733.3333333333334,1,3,4,3800,2200,515.0746693554729,100,4,1,0.0,1
40,1,5120,100,0,2,0,0,0,True,0,0,900,400,0,1.8973665961010275,-0.4743416490252569,299,500,3,5,0,0,3,3,0.0,99.66666666666667,99.66666666666667,0.0,733.3333333333334,733.3333333333334,2,3,4,3800,2200,664.4522329195084,99,2,1,0.0,1
41,1,5248,100,0,2,0,0,0,True,0,0,900,400,0,1.8973665961010275,-0.4743416490252569,299,500,3,5,0,0,2,3,0.0,99.5,99.66666666666667,0.0,625.0,733.3333333333334,1,2,4,3800,2200,857.462592183977,100,2,1,0.0,1
42,1,5385,100,0,2,0,0,0,True,0,0,900,400,0,1.8973665961010275,-0.4743416490252569,299,500,3,5,0,0,0,3,0.0,0.0,99.66666666666667,0.0,0.0,733.3333333333334,1,3,4,3800,2200,1143.6430649805766,100,2,1,0.0,1
43,1,5513,100,0,2,0,0,0,True,0,0,900,400,0,1.037116076482069,-0.6210590034081188,199,500,2,5,0,0,0,2,0.0,0.0,99.5,0.0,0.0,625.0,2,3,3,3800,1250,1360.4710020945627,100,2,1,0.0,1
44,1,5641,100,0,2,0,1,1,False,0,0,900,400,0,1.037116076482069,-0.6210590034081188,199,500,2,5,0,0,0,2,0.0,0.0,99.5,0.0,0.0,625.0,2,3,3,3800,1250,1414.2224954234425,100,2,1,0.0,1
45,1,5769,100,0,2,0,0,0,True,0,0,900,400,0,1.037116076482069,-0.6210590034081188,199,500,2,5,0,0,0,2,0.0,0.0,99.5,0.0,0.0,625.0,2,3,3,3800,1250,1439.7235913323914,100,2,1,0.0,1
46,1,5897,100,0,2,0,0,0,True,0,0,900,400,0,1.037116076482069,-0.6210590034081188,184,407,2,5,0,0,0,2,0.0,0.0,92.0,0.0,0.0,625.0,2,3,3,3800,1250,1169.1472326719725,100,2,1,0.0,1
47,1,6033,100,0,2,0,0,0,True,0,0,900,400,0,0.858116330321033,-0.7745966692414833,184,395,2,5,0,0,0,2,0.0,0.0,92.0,0.0,0.0,625.0,2,3,3,3800,1250,1115.4632208965584,100,2,1,0.0,1
48,1,6161,100,0,2,0,0,0,True,0,0,900,400,0,0.858116330321033,-0.7745966692414833,84,395,1,5,0,0,0,1,0.0,0.0,84.0,0.0,0.0,850.0,2,3,4,3800,850,1286.1520421812468,84,2,1,0.0,1
49,1,6298,100,0,2,0,0,0,True,0,0,900,3650,0,0.5883484054145521,-0.9486832980505138,0,395,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3800,0,1730876.426168662,0,4,1,0.0,1
50,1,6426,100,0,1,0,0,0,True,0,0,900,3650,0,0.5883484054145521,-0.9486832980505138,0,395,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3800,0,1730699.2900322203,0,4,1,0.0,1
51,1,6554,100,0,1,0,0,0,True,0,0,900,3650,0,0.5883484054145521,-0.9486832980505138,0,395,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,5,3800,0,1730523.7741679538,0,4,1,0.0,1
52,1,6682,100,0,2,0,1,0,True,0,0,900,3650,0,0.5883484054145521,-0.9486832980505138,0,395,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,5,3800,0,1730335.1270452123,0,4,1,0.0,1
53,1,6811,100,0,1,0,1,0,True,0,0,900,3650,0,0.5883484054145521,-0.9486832980505138,0,395,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,5,3800,0,1730171.6607364782,0,4,1,0.0,1
54,1,0,100,100,1,0,0,0,True,0,0,850,150,0,0.0,0.0,500,500,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,5,3800,4250,3282.472041754061,100,1,1,0.0,2
55,1,128,100,100,1,0,0,0,True,0,0,850,150,0,0.0,0.0,500,500,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,5,3800,4250,2941.3934704621365,100,1,1,0.0,2
56,1,256,100,100,1,0,0,0,True,0,0,850,150,0,0.0,0.0,500,500,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5,3800,4250,2658.8374148999746,100,1,1,0.0,2
57,1,384,100,100,1,0,0,0,True,0,0,850,150,0,0.0,0.0,500,500,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3800,4250,2459.7978158562228,100,1,1,0.0,2
58,1,512,100,100,1,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,3800,4250,2148.5124920195526,100,1,1,0.0,2
59,1,640,100,100,1,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,0,3,0.0,0.0,100.0,0.0,0.0,816.6666666666666,1,1,3,3800,4250,1794.1924814864158,100,2,1,0.0,2
60,1,768,100,100,1,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,0,4,0.0,0.0,100.0,0.0,0.0,825.0,1,1,2,3800,4250,1500.915424779251,100,2,1,0.0,2
61,1,896,100,100,1,0,0,0,True,0,0,850,150,0,0.0,0.0,500,500,5,5,0,0,0,4,0.0,0.0,100.0,0.0,0.0,825.0,1,1,2,3800,4250,1384.2857444957697,100,2,1,0.0,2
62,1,1024,100,100,1,0,0,0,True,0,0,850,150,0,0.0,0.0,500,500,5,5,0,0,0,4,0.0,0.0,100.0,0.0,0.0,825.0,1,1,2,3800,4250,1299.2624717149833,100,2,1,0.0,2
63,1,1152,100,100,1,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,0,4,0.0,0.0,100.0,0.0,0.0,825.0,1,1,2,3800,4250,1219.8078908883697,100,2,1,0.0,2
64,1,1280,100,100,1,0,0,0,True,0,0,850,150,0,0.0,0.0,500,500,5,5,0,0,0,4,0.0,0.0,100.0,0.0,0.0,825.0,1,1,3,3800,4250,1065.0448635909577,100,2,1,0.0,2
65,1,1408,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,1,4,0.0,100.0,100.0,0.0,850.0,825.0,1,1,3,3800,4250,852.6380442661384,100,2,1,0.0,2
66,1,1536,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,1,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,3,3800,4250,685.981289504615,100,2,1,0.0,2
67,1,1664,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,2,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,3,3800,4250,632.6220645147816,100,2,1,0.0,2
68,1,1792,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,2,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,3,3800,4250,668.3648980173734,100,2,1,0.0,2
69,1,1920,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,2,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,2,3800,4250,678.1260035282133,100,2,1,0.0,2
70,1,2048,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,2,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,2,3800,4250,695.4156104388579,100,2,1,0.0,2
71,1,2176,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,2,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,2,3800,4250,697.904196954132,100,2,1,0.0,2
72,1,2304,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,3,5,0.0,100.0,100.0,0.0,800.0,850.0,1,1,2,3800,4250,746.9087682640339,100,2,1,0.0,2
73,1,2432,100,100,2,0,0,1,False,0,0,850,150,0,0.0,0.0,500,500,5,5,0,0,3,5,0.0,100.0,100.0,0.0,800.0,850.0,1,1,2,3800,4250,811.697131954868,100,2,1,0.0,2
74,1,2560,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,3,5,0.0,100.0,100.0,0.0,800.0,850.0,1,1,2,3800,4250,766.9335143073075,100,2,1,0.0,2
75,1,2688,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,5,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,2,3800,4250,688.9958931692609,100,2,1,0.0,2
76,1,2816,100,100,2,0,0,0,True,0,0,850,150,0,0.0,0.0,500,500,5,5,0,0,5,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,3,3800,4250,683.3920005581509,100,2,1,0.0,2
77,1,2944,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,5,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,2,3800,4250,653.4078704306871,100,2,1,0.0,2
78,1,3072,100,100,2,0,0,0,True,0,0,850,150,0,0.0,0.0,500,500,5,5,0,0,5,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,2,3800,4250,685.6562357181821,100,2,1,0.0,2
79,1,3200,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,5,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,2,3800,4250,612.895695165042,100,2,1,0.0,2
80,1,3328,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,5,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,2,3800,4250,674.2398854652954,100,2,1,0.0,2
81,1,3456,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,5,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,2,3800,4250,708.7156946056666,100,2,1,0.0,2
82,1,3584,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,5,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,3,3800,4250,778.5693894646497,100,2,1,0.0,2
83,1,3712,100,100,2,0,0,0,True,0,1,850,150,0,0.0,0.0,500,500,5,5,0,0,5,5,0.0,100.0,100.0,0.0,850.0,850.0,1,1,3,3800,4250,794.4291069066825,100,4,1,0.0,2
84,1,3840,100,100,2,0,0,0,True,0,1,850,150,0,-0.31622776601683794,-0.31622776601683794,400,500,4,5,0,0,4,4,0.0,100.0,100.0,0.0,850.0,850.0,1,1,3,3800,3400,758.816110768805,100,4,1,0.0,2
85,1,3968,100,100,2,0,0,0,True,0,0,850,150,0,-0.31622776601683794,-0.31622776601683794,400,500,4,5,0,0,4,4,0.0,100.0,100.0,0.0,850.0,850.0,1,1,3,3800,3400,725.7769056631785,100,2,1,0.0,2
86,1,4096,100,100,1,0,0,0,True,0,0,850,150,0,-0.31622776601683794,-0.31622776601683794,400,500,4,5,0,1,4,4,100.0,100.0,100.0,900.0,850.0,850.0,1,1,4,3800,3400,453.1163828514051,100,2,1,0.0,2
87,1,4224,100,100,1,0,0,0,True,0,0,850,150,0,-0.4743416490252569,-0.4743416490252569,400,500,4,5,0,1,4,4,100.0,100.0,100.0,900.0,850.0,850.0,1,1,3,3800,3400,444.61392974547044,100,2,1,0.0,2
88,1,4352,100,100,1,0,0,0,True,0,0,850,150,0,-0.4743416490252569,-0.4743416490252569,299,500,3,5,0,0,3,3,0.0,99.66666666666667,99.66666666666667,0.0,833.3333333333334,833.3333333333334,1,2,3,3800,2500,647.4688235990371,99,2,1,0.0,2
89,1,4480,100,100,2,0,0,0,True,0,0,850,150,0,-0.4743416490252569,-0.4743416490252569,299,500,3,5,0,0,3,3,0.0,99.66666666666667,99.66666666666667,0.0,833.3333333333334,833.3333333333334,2,2,3,3800,2500,766.6565239262789,99,2,1,0.0,2
90,1,4608,100,100,2,0,0,0,True,0,0,850,150,0,-0.4743416490252569,-0.4743416490252569,299,500,3,5,0,0,3,3,0.0,99.66666666666667,99.66666666666667,0.0,833.3333333333334,833.3333333333334,1,2,3,3800,2500,799.1521975344582,99,2,1,0.0,2
91,1,4736,100,100,2,0,1,0,True,0,0,850,150,0,-0.4743416490252569,-0.4743416490252569,299,500,3,5,0,0,3,3,0.0,99.66666666666667,99.66666666666667,0.0,833.3333333333334,833.3333333333334,1,2,4,3800,2500,758.8508638721139,99,2,1,0.0,2
92,1,4864,100,100,2,0,0,0,True,0,1,850,150,0,-0.4743416490252569,-0.4743416490252569,299,500,3,5,0,0,2,3,0.0,99.5,99.66666666666667,0.0,900.0,733.3333333333334,1,2,4,3800,2200,839.0139215097594,99,2,1,0.0,2
93,1,4992,100,100,2,0,0,0,True,0,1,850,150,0,-0.4743416490252569,-0.4743416490252569,299,500,3,5,0,0,3,3,0.0,99.66666666666667,99.66666666666667,0.0,733.3333333333334,733.3333333333334,2,2,4,3800,2200,863.8558145804178,99,2,1,0.0,2
94,1,5120,100,100,2,0,0,0,True,0,1,850,150,0,-0.4743416490252569,-0.4743416490252569,299,500,3,5,0,0,2,3,0.0,99.5,99.66666666666667,0.0,625.0,733.3333333333334,1,2,4,3800,2200,930.7430055946573,100,2,1,0.0,2
95,1,5248,100,100,2,0,0,0,True,0,1,850,150,0,-0.4743416490252569,-0.4743416490252569,299,500,3,5,0,0,0,3,0.0,0.0,99.66666666666667,0.0,0.0,733.3333333333334,1,2,4,3800,2200,1104.3252776216498,100,2,1,0.0,2
96,1,5385,100,100,2,0,1,1,False,0,0,850,150,0,-0.4743416490252569,-0.4743416490252569,299,500,3,5,0,0,0,3,0.0,0.0,99.66666666666667,0.0,0.0,733.3333333333334,2,3,3,3800,2200,1239.2811023468532,100,2,1,0.0,2
97,1,5513,100,100,2,0,0,1,False,0,0,850,150,0,-0.44447831849231534,-0.6210590034081188,199,500,2,5,0,0,0,2,0.0,0.0,99.5,0.0,0.0,625.0,2,3,3,3800,1250,1229.4400660699553,100,2,1,0.0,2
98,1,5641,100,100,2,0,0,0,True,0,0,850,150,0,-0.44447831849231534,-0.6210590034081188,199,500,2,5,0,0,0,2,0.0,0.0,99.5,0.0,0.0,625.0,2,3,3,3800,1250,1178.5983147533623,100,2,1,0.0,2
99,1,5769,100,100,2,0,0,0,True,0,0,850,150,0,-0.44447831849231534,-0.6210590034081188,199,500,2,5,0,0,0,2,0.0,0.0,99.5,0.0,0.0,625.0,1,3,3,3800,1250,1288.6207131080062,100,2,1,0.0,2
100,1,5897,100,100,2,0,0,0,True,0,0,850,150,0,-0.44447831849231534,-0.6210590034081188,184,407,2,5,0,0,0,2,0.0,0.0,92.0,0.0,0.0,625.0,1,3,3,3800,1250,1005.3541571096781,100,2,1,0.0,2
101,1,6033,100,100,2,0,0,0,True,0,0,850,150,0,0.858116330321033,-0.7745966692414833,184,395,2,5,0,0,1,2,0.0,100.0,92.0,0.0,400.0,625.0,1,3,4,3800,1250,793.7103850002555,100,2,1,0.0,2
102,1,6161,100,100,2,0,0,0,True,0,0,850,450,0,0.858116330321033,-0.7745966692414833,84,395,1,5,0,0,0,1,0.0,0.0,84.0,0.0,0.0,850.0,2,3,4,3800,850,1035.512987705408,84,2,1,0.0,2
103,1,6298,100,100,2,0,0,0,True,0,0,850,4000,0,1.7650452162436563,-0.9486832980505138,0,395,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,4,3800,0,1730758.1515755127,0,4,1,0.0,2
104,1,6426,100,100,2,0,0,0,True,0,0,850,4000,0,1.7650452162436563,-0.9486832980505138,0,395,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,4,3800,0,1730596.1905614387,0,4,1,0.0,2
105,1,6554,100,100,1,0,0,0,True,0,0,850,4000,0,1.7650452162436563,-0.9486832980505138,0,395,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,5,3800,0,1730462.4802854073,0,4,1,0.0,2
106,1,6682,100,100,1,0,1,0,True,0,0,850,4000,0,1.7650452162436563,-0.9486832980505138,0,395,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,5,3800,0,1730257.6426725003,0,4,1,0.0,2
107,1,6811,100,100,1,0,1,0,True,0,0,850,4000,0,1.7650452162436563,-0.9486832980505138,0,395,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,5,3800,0,1730152.5246450363,0,4,1,0.0,2
108,1,0,100,100,1,0,0,0,True,0,0,850,150,0,0.0,0.0,500,500,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,3800,4250,2957.3539643559575,100,1,1,0.0,3
